1chr_position	sample3	sample1	sample4	sample2
chr20,58609545,58610392	0.737	0.960	0.974	0.583
chr20,47586192,47587669	0.847	0.944	0.982	1.000
chr20,48831496,48832011	0.300	0.795	0.182	0.133
chr20,57130766,57131841	1.000	0.917	0.688	0.643
chr20,19125236,19127996	0.710	0.903	0.792	0.600
chr20,36889123,36889727	0.302	0.256	0.323	0.000
chr20,1423882,1424324	0.545	0.800	0.381	0.800
chr20,9849060,9852283	0.622	0.959	0.854	0.508
chr20,48714623,48716612	0.761	0.909	0.870	1.000
chr20,6991776,6993260	0.889	0.914	0.760	0.273
chr20,44159886,44161681	0.806	0.540	0.667	0.810
chr20,39232496,39235431	0.822	0.894	0.833	0.540
chr20,61011763,61012221	0.900	0.179	NA	NA
chr20,40527234,40529688	0.949	0.805	0.853	0.571
chr20,58345062,58345638	NA	0.941	0.468	NA
chr20,15991000,15993692	0.736	0.854	0.680	0.804
chr20,41330551,41331566	0.294	0.846	0.486	0.957
chr20,59626430,59626583	0.710	NA	0.905	1.000
chr20,57611712,57612314	1.000	0.950	0.387	NA
chr20,62705857,62706226	0.805	1.000	0.800	0.636
chr20,12217037,12219255	0.794	0.797	0.947	0.933
chr20,33494521,33495682	NA	0.513	0.643	0.190
chr20,956188,959188	0.923	0.881	0.828	0.286
chr20,49692289,49693227	0.333	0.922	0.739	0.909
chr20,8769110,8770280	0.548	0.850	0.882	0.889
chr20,9909125,9913440	0.857	0.579	0.760	0.708
chr20,39924230,39924967	0.917	0.967	0.730	0.833
chr20,3140590,3141151	0.179	0.000	0.071	0.000
chr20,37976586,37977290	0.929	0.593	0.810	1.000
chr20,34021720,34022913	0.971	0.944	0.814	0.708
chr20,41829471,41829664	0.833	1.000	0.581	0.957
chr20,1719089,1726040	0.407	0.495	0.456	0.722
chr20,56609455,56611360	0.875	0.795	0.891	0.609
chr20,43991671,43991886	0.040	0.000	0.073	0.000
chr20,36898283,36898605	0.634	0.900	0.900	0.867
chr20,62454805,62455320	NA	0.909	0.385	0.972
chr20,22063105,22063629	0.765	0.116	NA	NA
chr20,33464347,33464524	0.000	0.000	0.105	0.081
chr20,57972826,57975831	0.779	0.664	0.855	0.516
chr20,41504102,41506139	0.873	0.828	0.759	0.538
chr20,42492153,42493103	0.651	0.432	0.903	0.484
chr20,51400524,51402204	0.455	0.775	0.959	0.755
chr20,35923216,35923325	NA	NA	0.967	0.400
chr20,23471967,23472483	NA	0.943	0.955	0.600
chr20,19955745,19957046	0.803	0.667	0.471	0.120
chr20,33813195,33814086	0.075	0.185	0.206	0.034
chr20,46832479,46833628	0.829	0.875	0.708	0.600
chr20,8542756,8546967	0.939	0.891	0.750	0.745
chr20,61286695,61288009	0.982	0.935	0.891	0.789
chr20,12498346,12500635	0.935	0.970	NA	0.774
chr20,52246061,52246199	1.000	NA	NA	0.700
chr20,30861265,30861426	1.000	0.538	NA	NA
chr20,912690,914306	1.000	0.967	0.821	0.944
chr20,31357491,31357879	0.867	NA	0.350	1.000
chr20,54134265,54138241	0.738	0.935	0.976	0.802
chr20,20091222,20091558	NA	0.175	0.393	0.900
chr20,46689770,46691530	0.977	0.867	0.805	0.706
chr20,61601576,61602292	0.321	0.478	0.200	0.778
chr20,14343358,14343921	NA	0.778	0.938	0.471
chr20,44041398,44042174	0.957	0.889	0.625	0.188
chr20,33441255,33441621	0.375	NA	NA	1.000
chr20,12741120,12741625	0.875	NA	0.667	0.300
chr20,4667428,4668141	0.040	0.233	0.066	0.000
chr20,53176047,53176363	NA	0.500	1.000	1.000
chr20,1353700,1360665	0.324	0.811	0.783	0.597
chr20,4605010,4605867	0.591	1.000	0.889	NA
chr20,58352804,58353104	NA	0.750	0.333	0.700
chr20,10027789,10030098	0.926	0.957	0.928	0.530
chr20,52935330,52936375	1.000	0.684	0.169	1.000
chr20,9212489,9212552	1.000	0.846	NA	0.625
chr20,55773596,55773695	NA	0.000	0.538	NA
chr20,21240925,21243427	0.636	0.903	0.952	0.286
chr20,9133241,9136659	0.836	0.930	0.708	0.962
chr20,32438464,32438763	NA	NA	0.900	0.267
chr20,57999278,58000021	1.000	0.808	0.885	0.571
chr20,25990213,25996290	0.325	0.667	0.667	0.208
chr20,42998684,42999499	0.992	0.942	0.917	0.571
chr20,16654108,16654963	0.750	0.857	0.351	0.071
chr20,34078084,34079130	0.182	0.086	0.611	0.444
chr20,15498869,15499370	1.000	0.833	0.500	0.615
chr20,19558451,19558702	0.917	NA	0.261	NA
chr20,909073,909963	0.143	0.913	0.562	NA
chr20,62108912,62109771	0.767	0.556	0.545	0.182
chr20,34481260,34482093	0.985	0.722	0.879	0.600
chr20,666013,668438	0.800	0.810	0.917	0.683
chr20,59348427,59348502	1.000	NA	0.500	0.400
chr20,50040458,50040868	1.000	0.706	0.900	0.821
chr20,3737951,3739108	0.500	0.992	1.000	NA
chr20,23694935,23696879	0.889	0.393	0.190	1.000
chr20,30640884,30641010	0.000	0.028	0.100	NA
chr20,51940547,51940835	0.824	0.909	0.987	0.750
chr20,18863196,18867181	0.889	0.964	0.939	0.722
chr20,16204999,16205604	NA	0.063	0.519	NA
chr20,29807157,29807318	0.627	0.770	0.636	0.826
chr20,8792378,8793084	0.936	0.923	0.760	0.474
chr20,3791610,3792758	0.200	0.364	0.082	0.467
chr20,15493274,15493904	0.871	0.680	0.529	0.857
chr20,13199496,13200424	NA	0.204	0.028	0.308
chr20,18313553,18314040	NA	0.208	0.935	0.828
chr20,50470065,50471732	0.709	0.674	0.966	0.968
chr20,59569456,59570344	0.727	0.656	0.532	0.933
chr20,31168302,31168956	0.333	0.350	0.867	0.176
chr20,5559569,5560244	1.000	1.000	0.938	1.000
chr20,13878365,13878633	NA	1.000	0.636	1.000
chr20,38065928,38066923	1.000	0.879	0.303	NA
chr20,21331369,21332927	0.750	0.960	0.903	0.688
chr20,29453327,29454798	NA	NA	0.776	1.000
chr20,31786254,31786843	0.900	0.600	0.971	0.583
chr20,18497256,18497530	NA	NA	0.986	0.878
chr20,22434368,22434813	NA	0.846	0.852	0.996
chr20,44752432,44752924	0.787	0.792	0.221	NA
chr20,949924,950255	0.889	0.333	0.923	1.000
chr20,46478781,46480314	0.561	0.259	0.500	0.452
chr20,12769234,12772590	0.565	0.768	0.549	0.750
chr20,47334762,47335295	1.000	0.719	0.913	0.923
chr20,94701,95902	1.000	1.000	0.846	1.000
chr20,62261546,62261770	NA	1.000	0.231	NA
chr20,2755680,2757183	0.864	0.905	0.556	0.913
chr20,711165,711825	1.000	0.861	0.711	1.000
chr20,60413391,60413736	0.800	NA	0.981	NA
chr20,58034683,58035087	0.909	0.462	0.917	NA
chr20,41069959,41070411	1.000	0.846	0.639	0.806
chr20,15202388,15202977	0.955	0.778	0.867	0.552
chr20,15018835,15019552	1.000	0.800	0.806	0.544
chr20,14117013,14117764	0.850	0.519	0.917	NA
chr20,20341011,20343290	0.278	0.133	0.063	0.286
chr20,55775569,55775918	0.842	0.889	0.994	0.808
chr20,52956109,52958602	0.455	0.800	0.634	0.692
chr20,54223263,54226626	0.788	0.949	0.619	0.786
chr20,42736861,42738900	0.320	0.761	0.620	0.671
chr20,56178952,56179906	0.907	0.953	0.877	0.383
chr20,32066375,32066724	1.000	1.000	0.840	NA
chr20,60639536,60641162	0.375	0.117	0.359	0.988
chr20,40027240,40028135	1.000	1.000	0.955	0.815
chr20,50162991,50163431	0.905	0.765	0.959	0.571
chr20,60423318,60423831	0.905	0.952	0.667	1.000
chr20,18205964,18206547	0.552	0.844	0.828	1.000
chr20,10841729,10842814	0.238	0.414	0.916	0.450
chr20,13402264,13403320	1.000	0.895	1.000	0.600
chr20,55692260,55693542	0.750	0.941	0.979	0.625
chr20,59139747,59140082	NA	0.800	0.842	0.389
chr20,11629232,11632268	0.914	0.732	0.877	0.649
chr20,55776033,55777672	0.988	0.933	0.828	0.593
chr20,53858101,53858944	0.765	0.165	0.588	1.000
chr20,58091610,58092029	NA	0.710	0.969	NA
chr20,10185462,10187767	0.848	1.000	0.487	1.000
chr20,20333975,20335417	0.721	0.928	0.808	0.000
chr20,51682002,51682126	0.455	0.974	NA	0.071
chr20,3201451,3201738	1.000	1.000	0.810	NA
chr20,34242496,34243286	1.000	0.993	0.901	1.000
chr20,47303190,47303915	0.733	0.443	0.703	0.028
chr20,44879401,44879816	0.093	0.000	NA	0.000
chr20,5158781,5159986	0.419	0.914	0.825	0.928
chr20,20749261,20751101	0.543	0.235	0.466	0.185
chr20,32548817,32549185	NA	0.974	0.722	0.682
chr20,45574293,45574848	0.875	0.972	0.644	0.600
chr20,45178650,45181846	0.750	0.667	0.774	0.354
chr20,36166914,36166977	0.667	0.571	0.600	0.000
chr20,51953309,51956377	0.810	0.785	0.931	0.257
chr20,15566825,15567743	NA	0.100	1.000	NA
chr20,50325880,50326041	1.000	1.000	0.857	1.000
chr20,30561281,30561792	0.938	0.194	0.912	0.320
chr20,6041094,6043145	0.868	0.816	0.708	0.469
chr20,7929730,7931348	NA	1.000	0.183	0.886
chr20,21386463,21388225	0.833	0.822	0.938	0.500
chr20,52445265,52447065	0.343	0.000	0.474	0.086
chr20,13244276,13244417	0.433	0.579	0.364	1.000
chr20,20675646,20676816	NA	0.741	0.800	1.000
chr20,1070830,1074711	0.991	0.933	0.942	0.843
chr20,22085374,22085979	1.000	0.931	0.875	0.350
chr20,36031398,36032167	1.000	0.958	0.824	1.000
chr20,54060047,54069900	0.766	0.897	0.781	0.603
chr20,44941052,44941839	0.000	0.357	0.096	0.034
chr20,36151213,36151372	NA	NA	0.817	1.000
chr20,46402887,46403698	1.000	0.586	0.792	NA
chr20,8344937,8347980	0.770	0.939	0.957	0.940
chr20,2131157,2133655	0.875	0.892	0.698	0.797
chr20,16002047,16002415	NA	0.137	0.854	NA
chr20,31141169,31141676	NA	0.300	0.854	0.846
chr20,55892858,55892914	NA	0.400	0.706	1.000
chr20,36521352,36521919	NA	1.000	0.907	1.000
chr20,821233,821415	0.727	NA	1.000	NA
chr20,4752275,4753024	NA	1.000	1.000	0.706
chr20,35237125,35239096	0.942	0.994	0.910	0.958
chr20,13832084,13834511	0.988	0.954	0.886	0.750
chr20,22875787,22876364	NA	0.818	0.765	0.364
chr20,57572264,57572516	0.636	0.893	0.886	1.000
chr20,7828897,7830210	0.944	0.850	0.828	0.500
chr20,62664757,62665553	0.286	0.918	0.893	0.627
chr20,26150317,26156007	0.631	0.556	0.664	0.493
chr20,53432241,53435575	0.605	0.903	0.714	0.487
chr20,33221045,33224341	0.851	0.706	0.849	0.622
chr20,16235681,16236350	0.977	0.864	0.821	0.581
chr20,38061818,38063064	0.633	0.889	0.928	1.000
chr20,62707254,62707618	NA	1.000	0.792	0.917
chr20,7679509,7681811	0.835	0.854	0.632	0.988
chr20,26117292,26117643	1.000	0.811	0.615	0.890
chr20,26107309,26109259	0.443	0.622	0.353	0.159
chr20,14244315,14249985	0.933	0.817	0.549	0.688
chr20,5412979,5413672	1.000	0.900	0.989	0.569
chr20,14875113,14876174	0.926	0.962	0.667	0.500
chr20,18723036,18723657	NA	1.000	0.679	1.000
chr20,50491563,50493169	0.675	0.774	0.847	1.000
chr20,57312106,57313526	0.500	1.000	0.875	1.000
chr20,46226261,46228665	0.800	0.978	0.968	0.769
chr20,62827282,62827778	1.000	0.879	0.542	0.911
chr20,23341621,23341826	NA	0.974	NA	0.294
chr20,55086387,55086804	NA	0.462	1.000	NA
chr20,22964627,22965143	0.682	0.524	0.435	0.179
chr20,24357075,24360008	0.708	0.541	0.637	0.224
chr20,25374778,25375460	0.769	0.952	0.839	1.000
chr20,17595805,17597808	0.215	0.594	0.461	0.423
chr20,12251641,12252054	NA	0.206	0.974	NA
chr20,39846593,39846911	NA	0.583	NA	1.000
chr20,33116071,33117773	0.452	0.674	0.838	0.444
chr20,58195773,58195850	0.000	NA	0.464	0.444
chr20,11949511,11950022	NA	0.800	1.000	NA
chr20,31934455,31936090	0.831	0.907	0.831	1.000
chr20,14852443,14854460	0.733	0.636	0.241	0.794
chr20,41276105,41278006	0.920	0.768	0.722	0.609
chr20,59134278,59134723	1.000	0.692	0.571	NA
chr20,13289055,13292925	0.876	0.957	0.972	0.909
chr20,25344375,25346629	0.440	0.966	0.875	0.455
chr20,13822675,13823770	0.395	0.379	0.921	0.657
chr20,26259393,26259672	0.694	0.723	0.690	0.537
chr20,39370326,39370797	0.355	0.333	0.600	0.923
chr20,44636777,44637818	0.371	0.478	0.042	0.214
chr20,55737667,55739045	1.000	0.923	0.844	0.649
chr20,31288336,31289599	0.958	0.974	0.750	0.776
chr20,33610539,33614313	1.000	0.936	0.848	0.896
chr20,6376014,6378140	0.238	0.538	0.364	1.000
chr20,49290324,49290734	0.810	1.000	0.920	1.000
chr20,17829522,17830790	0.955	1.000	0.677	0.577
chr20,18067357,18068115	1.000	0.781	0.667	0.950
chr20,10623708,10624621	0.886	0.591	0.935	0.475
chr20,48911209,48911517	0.955	0.909	0.600	0.500
chr20,10847855,10850344	0.975	0.585	0.743	0.825
chr20,55041543,55042024	1.000	0.875	0.920	0.533
chr20,26140635,26146053	0.366	0.390	0.442	0.501
chr20,8160526,8160799	NA	1.000	0.958	1.000
chr20,36760814,36761832	1.000	0.959	0.887	0.805
chr20,62361683,62362084	0.596	0.679	0.714	0.171
chr20,3012272,3013140	1.000	0.857	0.474	0.881
chr20,10722703,10724404	0.944	0.947	0.857	0.999
chr20,16319657,16320682	0.983	0.920	0.870	0.423
chr20,49477917,49478492	1.000	1.000	0.960	0.750
chr20,61610861,61611571	0.571	0.219	0.385	0.800
chr20,7170695,7174969	0.918	0.932	0.886	0.735
chr20,45403571,45403871	1.000	0.632	NA	NA
chr20,42034425,42036518	0.908	0.889	0.792	0.642
chr20,21396334,21399923	0.675	0.915	0.945	1.000
chr20,39135257,39136026	0.731	0.462	0.256	1.000
chr20,47873004,47873905	0.434	0.761	0.430	0.879
chr20,59246616,59247956	0.966	0.941	0.864	0.754
chr20,40848000,40849076	0.946	0.500	0.688	0.478
chr20,25610991,25611134	1.000	0.588	NA	1.000
chr20,49658086,49658681	0.688	0.762	0.867	0.250
chr20,33182669,33182893	NA	0.950	0.500	1.000
chr20,50434119,50434423	0.987	0.833	0.652	0.833
chr20,41854222,41854382	NA	0.136	0.929	NA
chr20,33582399,33582997	0.838	0.833	0.750	0.990
chr20,6835530,6836666	0.312	0.800	0.353	0.476
chr20,20404213,20408342	0.952	0.929	0.913	0.819
chr20,11740343,11742578	0.970	0.850	0.593	0.769
chr20,49077394,49079564	NA	0.890	0.750	0.324
chr20,12942685,12943231	NA	0.518	NA	1.000
chr20,16335248,16335371	NA	1.000	NA	0.692
chr20,11657063,11658606	0.257	0.443	0.878	0.842
chr20,15850541,15851123	1.000	0.750	0.960	1.000
chr20,62006320,62007034	0.679	0.535	0.936	0.806
chr20,35441862,35443283	1.000	1.000	0.951	1.000
chr20,20809032,20810057	NA	0.733	0.539	1.000
chr20,21689729,21692836	0.033	0.235	0.048	0.214
chr20,25079473,25081076	0.778	0.655	0.386	0.500
chr20,37629773,37630980	0.979	0.971	0.806	0.981
chr20,37341412,37341617	1.000	0.826	1.000	NA
chr20,25544705,25547286	0.892	0.923	0.900	0.667
chr20,41413366,41417364	0.909	0.822	0.614	0.712
chr20,61683297,61684390	0.368	0.643	0.750	0.450
chr20,54896102,54897447	0.743	0.873	0.978	0.552
chr20,17024256,17024705	1.000	0.688	NA	NA
chr20,37703344,37706505	0.844	0.803	0.895	0.717
chr20,20918561,20919511	0.812	0.952	0.667	0.824
chr20,57169716,57169960	NA	0.882	1.000	0.000
chr20,40799505,40800547	NA	0.700	0.939	0.615
chr20,6774309,6778108	0.800	0.907	0.716	0.733
chr20,36469213,36470456	1.000	0.870	0.947	0.421
chr20,51984232,51985189	0.838	0.824	0.563	0.892
chr20,46792503,46793281	0.464	0.773	0.688	0.979
chr20,3737413,3737771	NA	0.762	0.244	NA
chr20,36075232,36076819	0.607	0.889	0.900	0.676
chr20,12053291,12053735	0.812	0.353	0.812	NA
chr20,61762970,61763549	0.800	0.875	0.531	0.926
chr20,7277348,7279053	0.676	0.662	0.833	0.982
chr20,22390852,22391187	1.000	0.520	0.985	1.000
chr20,5866065,5867338	0.824	0.727	0.809	0.524
chr20,36365419,36365930	0.667	0.929	0.946	0.917
chr20,4340411,4341143	0.364	0.907	0.632	1.000
chr20,5268968,5269803	0.636	0.724	0.850	1.000
chr20,3894197,3895475	0.909	0.957	0.978	0.077
chr20,20392821,20393674	0.296	0.875	0.781	0.538
chr20,14384998,14391640	0.956	0.861	0.944	0.837
chr20,19295016,19295516	0.903	0.500	0.531	0.600
chr20,31139330,31139369	NA	NA	1.000	0.643
chr20,544123,544495	1.000	0.532	0.900	0.824
chr20,36931081,36931951	0.044	0.136	0.057	0.225
chr20,13677272,13678349	0.421	0.758	0.979	1.000
chr20,45918146,45918350	NA	0.106	NA	0.833
chr20,58318296,58318344	1.000	0.812	0.500	1.000
chr20,43719370,43720239	0.950	0.889	0.955	0.614
chr20,60909284,60910029	0.952	0.472	0.744	0.357
chr20,49784607,49786782	0.607	0.983	0.812	0.892
chr20,26301552,26301821	0.195	0.389	0.110	0.338
chr20,56550755,56551392	0.235	0.583	0.706	0.237
chr20,1756614,1756679	NA	0.733	1.000	NA
chr20,52537733,52538383	0.526	0.382	0.750	0.545
chr20,61535020,61535377	NA	NA	0.545	0.970
chr20,31932418,31933314	0.960	0.812	0.652	0.062
chr20,30187902,30188647	1.000	0.903	0.860	0.429
chr20,3172850,3173783	0.850	1.000	0.789	1.000
chr20,4873412,4874246	0.762	0.939	0.970	1.000
chr20,33592425,33592762	0.857	0.577	0.194	NA
chr20,14843600,14846175	0.815	0.919	0.935	1.000
chr20,61596439,61596787	0.833	0.455	0.600	0.000
chr20,3014468,3017489	0.944	0.943	0.990	0.888
chr20,29632707,29634720	0.500	0.762	0.212	0.400
chr20,60871961,60872278	1.000	1.000	0.730	1.000
chr20,14505425,14507932	0.789	0.740	0.916	0.596
chr20,48901298,48902905	0.824	0.520	0.328	0.622
chr20,53608907,53609839	0.719	0.884	0.933	1.000
chr20,20998229,20998743	NA	0.114	0.648	0.310
chr20,34175597,34176421	0.298	0.688	0.862	0.353
chr20,17086285,17088261	0.353	0.815	0.859	0.803
chr20,57048526,57049673	0.658	0.897	0.942	0.882
chr20,12671116,12673058	0.700	0.822	0.878	0.419
chr20,36880120,36880827	NA	1.000	0.667	1.000
chr20,980913,982311	0.727	0.985	0.938	0.829
chr20,21438085,21439924	0.875	0.846	0.267	0.632
chr20,49333945,49334957	0.833	0.926	0.731	0.679
chr20,2077082,2078304	0.797	0.985	0.551	0.704
chr20,47744793,47746239	0.972	0.667	0.571	1.000
chr20,19762742,19763262	0.724	1.000	0.944	1.000
chr20,1287682,1288056	0.923	1.000	0.696	NA
chr20,16120858,16123495	0.741	0.800	0.432	0.737
chr20,2454907,2455843	NA	1.000	1.000	0.750
chr20,6751136,6751323	0.875	0.429	0.346	NA
chr20,15348873,15350414	0.793	0.818	0.792	1.000
chr20,7990956,7991721	1.000	0.273	0.929	1.000
chr20,34622899,34623895	NA	0.889	0.097	0.154
chr20,40054673,40054882	NA	1.000	1.000	0.846
chr20,3650599,3651267	0.667	0.720	0.750	0.371
chr20,22247731,22248562	1.000	0.784	0.978	0.591
chr20,1505874,1510090	0.597	0.967	0.857	0.889
chr20,23500139,23500594	1.000	NA	0.815	NA
chr20,12173550,12174799	0.755	0.810	0.417	0.519
chr20,34355405,34357510	0.088	0.397	0.349	0.459
chr20,38679277,38680698	1.000	0.854	0.933	1.000
chr20,37487686,37489867	0.476	0.787	0.816	0.567
chr20,40375153,40376373	0.933	0.350	0.889	NA
chr20,10728856,10729705	1.000	0.400	1.000	NA
chr20,54050894,54054043	0.984	0.844	0.711	0.662
chr20,113715,117023	1.000	0.810	0.097	NA
chr20,3072991,3073047	NA	NA	0.200	0.516
chr20,45254653,45256456	0.559	0.814	0.789	0.829
chr20,7662001,7664395	0.750	0.925	0.781	0.837
chr20,18459371,18459702	1.000	0.905	0.880	0.385
chr20,60040629,60041118	1.000	0.238	0.929	NA
chr20,47407585,47408376	0.333	0.327	0.442	0.636
chr20,15044984,15045674	0.939	0.812	0.930	0.548
chr20,42826327,42827584	1.000	0.957	0.948	0.518
chr20,54039245,54039629	0.795	0.224	0.682	1.000
chr20,33739405,33739964	0.882	0.674	0.212	NA
chr20,16273830,16274247	0.973	0.682	NA	1.000
chr20,59211418,59212204	0.600	0.875	0.923	0.939
chr20,41715997,41717068	0.593	0.607	0.731	0.967
chr20,48440218,48440983	NA	0.750	0.333	0.923
chr20,23152816,23155363	0.829	0.989	0.800	0.459
chr20,24580768,24584436	0.817	0.927	0.782	0.948
chr20,15329190,15329542	0.923	0.611	0.792	1.000
chr20,49647627,49649145	0.485	0.814	0.820	0.278
chr20,3703907,3704129	0.800	1.000	1.000	NA
chr20,39935902,39936913	NA	0.880	0.987	0.762
chr20,61715113,61715655	0.812	0.986	0.924	0.656
chr20,24427579,24428542	0.917	0.978	0.867	0.000
chr20,14585837,14586727	0.857	0.135	0.902	0.960
chr20,59934391,59936273	0.686	0.784	0.750	0.495
chr20,16130853,16132380	0.833	0.882	0.452	NA
chr20,50206287,50206334	NA	0.900	0.282	NA
chr20,2145304,2146574	1.000	0.870	0.907	0.776
chr20,55382289,55383065	0.359	0.631	0.730	0.405
chr20,687720,688441	1.000	0.910	0.987	0.662
chr20,57253680,57254540	0.968	0.920	0.940	0.524
chr20,61321941,61322128	NA	0.931	0.654	0.333
chr20,17626806,17627354	0.769	0.583	0.650	0.059
chr20,31554655,31555828	0.818	0.602	0.569	0.105
chr20,4394478,4396493	0.581	0.600	0.875	0.289
chr20,48799707,48800117	1.000	0.450	0.769	0.947
chr20,6090876,6092052	0.984	0.970	0.900	1.000
chr20,50634907,50635383	1.000	0.607	0.846	NA
chr20,50481961,50482799	0.960	0.857	0.708	0.429
chr20,38779760,38780701	0.762	0.941	0.955	0.629
chr20,42184100,42184473	1.000	0.926	0.657	0.714
chr20,17249745,17251683	0.689	0.857	0.931	0.750
chr20,14940275,14941316	1.000	1.000	0.788	0.500
chr20,44829444,44830002	0.040	0.871	0.200	NA
chr20,30172669,30173841	0.828	0.969	0.955	0.763
chr20,45753166,45754061	0.100	0.100	0.227	0.667
chr20,46565555,46565875	1.000	0.737	0.500	1.000
chr20,51846287,51847772	1.000	0.720	0.971	NA
chr20,52979512,52980782	0.743	0.905	0.907	1.000
chr20,34993708,34994005	0.500	0.011	0.583	1.000
chr20,33414481,33414635	0.600	1.000	NA	1.000
chr20,15650935,15653360	0.933	0.897	0.818	0.700
chr20,23586846,23587475	0.533	0.846	0.175	0.455
chr20,19184784,19185523	0.660	0.992	1.000	0.898
chr20,44737821,44743932	0.803	0.929	0.907	0.859
chr20,58419102,58419652	0.500	0.800	0.409	0.895
chr20,18384510,18385447	NA	0.680	0.968	1.000
chr20,56243439,56243555	1.000	NA	0.621	0.667
chr20,43815079,43816614	0.559	0.526	0.577	0.997
chr20,14550404,14554106	0.865	0.833	0.729	0.556
chr20,53394882,53397735	0.621	0.811	0.943	0.818
chr20,8470074,8471106	0.861	0.127	0.950	1.000
chr20,16508344,16509033	1.000	0.909	0.339	0.846
chr20,25228397,25229012	NA	0.291	0.028	0.044
chr20,13819534,13820325	0.933	0.621	0.909	0.364
chr20,8653735,8654640	0.818	0.814	0.902	0.662
chr20,61458884,61459626	1.000	0.963	0.765	0.915
chr20,24302379,24304173	0.750	0.955	0.478	0.820
chr20,40554826,40560898	0.926	0.727	0.663	0.507
chr20,60991789,60992294	0.714	0.946	0.731	0.500
chr20,56298450,56299754	0.878	1.000	0.906	0.686
chr20,33129479,33129613	0.000	0.500	0.550	0.435
chr20,22789353,22789736	0.000	NA	1.000	NA
chr20,23237963,23238599	NA	0.945	0.690	0.565
chr20,21899390,21899777	NA	0.206	0.977	0.786
chr20,37356488,37357031	0.038	0.241	0.155	0.175
chr20,59738529,59739005	0.810	0.915	0.590	1.000
chr20,54891627,54893301	1.000	0.982	0.875	0.682
chr20,23399538,23400416	0.455	0.903	0.928	0.786
chr20,55173872,55174583	NA	0.600	0.936	0.647
chr20,21621793,21622634	0.981	0.976	0.750	1.000
chr20,56297741,56298380	0.900	0.600	0.393	0.250
chr20,15939502,15944016	0.949	0.921	0.823	0.788
chr20,32899000,32899518	0.180	0.465	0.070	0.297
chr20,55912907,55913237	0.317	0.885	NA	0.600
chr20,49124000,49124746	0.871	1.000	1.000	1.000
chr20,38148349,38148956	0.800	0.955	0.900	0.414
chr20,31764773,31765411	0.652	0.921	0.955	0.941
chr20,20311038,20312465	0.235	0.861	0.429	0.438
chr20,56626254,56626944	0.455	NA	1.000	NA
chr20,46725535,46726330	0.958	0.929	0.967	0.714
chr20,42869061,42870002	NA	0.957	0.800	0.976
chr20,25469104,25469919	0.677	0.950	1.000	0.750
chr20,57033298,57033383	1.000	NA	1.000	0.600
chr20,16280566,16282741	0.795	0.860	0.922	0.568
chr20,60552485,60552716	1.000	1.000	0.717	0.619
chr20,38120092,38123720	0.932	1.000	0.803	1.000
chr20,43093142,43094529	0.865	0.365	0.652	0.667
chr20,15558255,15561062	0.918	0.902	0.810	0.648
chr20,4470128,4470782	NA	NA	0.917	0.385
chr20,57201586,57202606	0.300	0.917	0.880	0.844
