1chr_position	sample4	sample3	sample1	sample2
chr19,20061086,20061568	1.000	0.895	0.789	0.757
chr19,15376644,15377440	0.833	0.917	1.000	0.500
chr19,8840604,8841139	0.957	1.000	0.903	0.550
chr19,46945543,46946891	0.814	0.842	0.400	0.688
chr19,32801791,32802322	0.803	0.939	0.964	1.000
chr19,6553431,6555118	0.694	0.890	0.818	0.943
chr19,15965090,15965289	0.960	NA	0.757	1.000
chr19,4203065,4203264	NA	NA	0.500	1.000
chr19,33369319,33369408	0.538	NA	0.971	NA
chr19,35843785,35844909	0.237	0.755	0.298	0.259
chr19,52409483,52409965	0.386	0.857	0.382	0.576
chr19,4430885,4432626	0.288	0.543	0.225	0.341
chr19,48221253,48222607	0.969	0.979	0.862	0.864
chr19,41207729,41208586	0.880	1.000	1.000	1.000
chr19,36836920,36837118	NA	NA	0.824	0.314
chr19,17190740,17191146	0.710	0.724	0.551	0.816
chr19,44225232,44225793	0.853	1.000	0.636	0.478
chr19,56399185,56399697	0.171	0.955	0.875	1.000
chr19,15846307,15846981	0.677	0.960	0.740	0.868
chr19,10786274,10786895	0.986	1.000	1.000	0.525
chr19,51103289,51105612	0.711	0.874	0.725	0.836
chr19,39630963,39631624	0.692	1.000	0.840	0.389
chr19,18244312,18245264	0.957	1.000	0.836	0.779
chr19,33753604,33754780	0.534	0.745	0.503	0.495
chr19,19391372,19391571	0.933	0.688	0.714	1.000
chr19,58296850,58297121	0.938	NA	0.981	0.000
chr19,20939226,20940460	0.579	0.800	0.750	1.000
chr19,10765732,10766107	0.531	0.000	0.000	0.000
chr19,30558707,30560252	NA	0.421	NA	0.923
chr19,11653194,11653324	0.923	0.429	0.889	NA
chr19,14798240,14799286	0.810	0.774	0.938	0.533
chr19,3318134,3318755	0.939	0.770	0.830	0.960
chr19,56137714,56139204	0.962	0.963	0.788	0.864
chr19,54069925,54070988	0.993	NA	0.781	0.930
chr19,50576058,50576673	0.400	0.838	0.676	0.727
chr19,22355999,22357248	0.605	0.667	0.850	0.545
chr19,2298448,2299490	0.605	0.824	0.925	0.763
chr19,57377973,57379812	0.732	0.682	0.737	0.167
chr19,1309747,1309901	0.682	0.462	NA	0.944
chr19,24099035,24099421	0.833	1.000	0.905	0.130
chr19,57061945,57065336	0.930	0.840	0.762	0.987
chr19,23131216,23132794	0.733	0.952	0.794	1.000
chr19,13896897,13897585	0.911	1.000	0.951	0.200
chr19,57618858,57621444	0.918	0.754	0.775	0.596
chr19,30135520,30135850	1.000	1.000	0.826	0.500
chr19,11301952,11302721	0.520	NA	0.912	0.400
chr19,20076739,20077415	0.417	NA	NA	0.929
chr19,2084626,2085173	0.091	0.385	0.056	0.000
chr19,318780,318826	0.077	1.000	NA	1.000
chr19,1071938,1072192	0.230	1.000	0.757	0.849
chr19,58803698,58804150	0.988	0.400	0.926	0.925
chr19,37328315,37328644	0.077	0.727	0.278	0.365
chr19,50711391,50712362	0.975	0.923	0.889	0.556
chr19,33885084,33885733	0.316	0.308	0.456	1.000
chr19,46283993,46284206	0.333	1.000	0.588	NA
chr19,54034124,54034867	0.905	0.969	0.917	0.406
chr19,49467365,49467569	0.020	NA	0.165	0.000
chr19,23158826,23169065	0.859	0.961	0.856	0.757
chr19,4691292,4692006	0.880	0.500	0.941	1.000
chr19,42750346,42750986	0.357	NA	0.294	0.923
chr19,51148427,51149008	0.808	0.946	0.800	0.548
chr19,789360,790005	0.108	0.139	0.206	0.815
chr19,20711122,20713859	0.995	0.793	0.875	0.538
chr19,16077429,16078912	0.734	0.933	0.619	0.595
chr19,12555424,12557072	0.952	0.944	0.938	0.602
chr19,2322645,2323638	0.909	0.908	0.778	0.531
chr19,12912310,12912526	0.053	0.000	0.248	0.000
chr19,44059493,44060587	0.478	0.895	0.708	0.758
chr19,4542683,4544427	0.252	0.560	0.350	0.382
chr19,45374047,45375936	0.955	0.965	0.776	1.000
chr19,50412555,50412995	0.926	0.824	1.000	0.357
chr19,10986601,10986891	0.865	1.000	1.000	1.000
chr19,49778656,49779049	0.938	0.694	0.549	NA
chr19,12097760,12098300	0.721	NA	0.618	0.167
chr19,4277902,4278209	0.444	0.000	0.407	NA
chr19,32049162,32050227	0.509	0.294	0.824	1.000
chr19,30722585,30724767	0.806	0.525	0.942	0.824
chr19,47044668,47045228	NA	NA	0.722	1.000
chr19,42705903,42707136	0.113	0.286	0.760	NA
chr19,39107740,39108260	0.200	0.000	0.167	0.615
chr19,13132971,13133672	0.300	0.222	0.352	0.796
chr19,44997352,45000541	0.932	1.000	0.860	0.689
chr19,17840906,17841456	0.826	0.688	1.000	1.000
chr19,2692353,2693399	0.890	0.171	1.000	1.000
chr19,46868652,46868782	0.667	NA	0.963	NA
chr19,1333240,1333443	0.375	0.514	0.852	NA
chr19,41105519,41105956	0.000	0.000	0.154	NA
chr19,39453504,39454515	0.833	0.808	0.849	0.578
chr19,14195132,14195659	0.840	NA	0.636	0.369
chr19,5639427,5639950	0.879	NA	1.000	0.538
chr19,41116248,41116444	0.185	0.000	0.000	0.000
chr19,4376579,4376818	0.960	1.000	1.000	0.538
chr19,48676616,48678504	0.910	0.618	0.810	0.551
chr19,24438102,24438827	0.400	0.000	0.235	0.769
chr19,313284,314205	0.947	0.977	0.900	0.820
chr19,14080791,14081067	0.872	NA	0.294	0.912
chr19,14209822,14210128	0.900	1.000	0.929	0.545
chr19,40824286,40824828	0.750	0.688	0.588	1.000
chr19,53239738,53239769	NA	NA	0.950	0.273
chr19,52131125,52134092	0.606	0.480	0.190	0.531
chr19,51938682,51941408	0.898	0.896	0.871	0.621
chr19,3817246,3817504	0.741	1.000	0.958	NA
chr19,6729118,6729774	0.853	0.975	1.000	1.000
chr19,7846163,7846630	0.927	0.600	0.815	0.473
chr19,2649722,2650445	0.957	1.000	0.971	0.810
chr19,18982967,18983658	0.940	0.892	0.838	0.571
chr19,5391139,5391575	0.552	0.939	0.818	0.320
chr19,18208868,18209745	0.118	0.368	0.368	NA
chr19,1655474,1656004	0.831	0.412	0.838	0.660
chr19,5912531,5913612	0.972	0.703	0.890	0.745
chr19,14298435,14298533	0.368	0.100	0.789	0.321
chr19,49015496,49016758	0.103	0.473	0.159	0.273
chr19,19116760,19117670	0.970	1.000	0.898	1.000
chr19,34566518,34567410	0.239	0.500	0.600	0.238
chr19,51054030,51054326	0.324	NA	NA	0.000
chr19,48158819,48159411	0.947	1.000	0.913	0.800
chr19,588993,590339	0.084	0.705	0.110	0.067
chr19,22196580,22197154	0.923	1.000	0.400	NA
chr19,1053185,1053523	0.756	0.941	0.961	1.000
chr19,16441371,16442110	0.367	0.316	0.286	0.764
chr19,6942335,6943382	0.740	0.288	0.565	0.486
chr19,1174129,1174611	0.091	NA	0.000	0.000
chr19,30155858,30156038	0.130	0.000	0.118	0.800
chr19,45910428,45910776	0.000	NA	0.298	0.000
chr19,1872652,1872817	0.682	0.950	1.000	0.941
chr19,42776645,42777134	0.818	1.000	0.600	NA
chr19,38751712,38752294	0.955	0.267	0.962	0.848
chr19,10004206,10004688	0.500	NA	0.952	0.760
chr19,1796554,1796949	0.331	0.854	0.400	NA
chr19,13098324,13098825	0.690	0.625	0.833	1.000
chr19,6317582,6317889	0.720	0.571	1.000	1.000
chr19,55459079,55460195	0.936	0.400	0.778	0.714
chr19,18814915,18815979	0.929	0.557	0.966	0.957
chr19,41857368,41857781	0.043	0.043	0.263	0.019
chr19,58809487,58809850	0.952	1.000	0.640	1.000
chr19,36269367,36270001	0.857	NA	0.963	0.605
chr19,8082488,8082646	NA	0.931	1.000	0.636
chr19,5334937,5335158	0.958	1.000	0.789	0.745
chr19,44567491,44569189	0.895	0.789	0.455	1.000
chr19,10425967,10426825	0.010	0.094	0.141	0.062
chr19,46681249,46681556	0.952	1.000	0.529	1.000
chr19,39018213,39018464	0.791	0.769	0.091	0.333
chr19,32937079,32938482	0.956	0.766	0.983	1.000
chr19,6934835,6935289	0.963	0.781	0.842	0.467
chr19,13441139,13441560	0.993	1.000	0.903	0.312
chr19,39221778,39222572	0.952	1.000	0.885	0.636
chr19,15133381,15133710	0.881	0.222	0.500	0.806
chr19,38282239,38283610	0.902	0.826	0.980	0.258
chr19,13064962,13065130	0.167	0.800	0.882	NA
chr19,46988545,46988945	0.727	NA	0.343	0.970
chr19,15479034,15479201	1.000	0.600	0.984	1.000
chr19,2428348,2428496	0.469	1.000	0.206	0.667
chr19,5393944,5395203	0.355	0.257	0.312	0.034
chr19,14841506,14841889	0.176	NA	NA	1.000
chr19,29927866,29931208	0.839	0.846	0.677	0.643
chr19,11516908,11517746	0.163	0.182	0.528	0.649
chr19,52552170,52552919	0.108	0.065	0.275	0.000
chr19,4624541,4625317	0.618	0.176	0.625	1.000
chr19,13724402,13724654	0.869	1.000	0.857	0.677
chr19,3822926,3823088	0.220	1.000	NA	1.000
chr19,15742371,15742754	0.500	0.200	0.666	0.500
chr19,54249403,54249647	NA	0.527	1.000	0.635
chr19,40285007,40285846	0.390	0.828	0.100	NA
chr19,45626712,45626930	0.909	0.618	1.000	NA
chr19,39740045,39740674	0.800	0.980	0.905	1.000
chr19,42590429,42590664	0.944	NA	NA	0.167
chr19,13675567,13675935	NA	NA	0.500	1.000
chr19,34575502,34576411	NA	1.000	0.583	0.444
chr19,45073934,45074594	0.762	0.560	0.480	NA
chr19,30366769,30367271	0.818	1.000	0.778	0.536
chr19,13942418,13942610	0.929	NA	0.970	0.548
chr19,40539262,40541821	0.965	0.838	0.986	0.957
chr19,35309824,35311005	0.923	0.619	0.893	0.882
chr19,9335770,9337080	0.674	0.868	0.481	0.762
chr19,33570392,33570686	0.771	1.000	0.970	NA
chr19,34872410,34872979	1.000	1.000	NA	0.680
chr19,37045201,37046614	1.000	0.833	0.469	1.000
chr19,47082212,47082623	0.982	1.000	0.871	0.824
chr19,2057351,2058604	0.865	0.909	0.689	0.712
chr19,44663604,44664570	0.902	1.000	1.000	0.520
chr19,47689692,47690095	0.933	0.889	0.738	0.362
chr19,17598325,17598856	0.846	0.727	0.900	0.318
chr19,2690040,2690928	0.965	0.974	0.894	0.366
chr19,13798240,13798430	0.706	1.000	NA	1.000
chr19,3819217,3819809	0.962	NA	0.756	1.000
chr19,34157443,34157858	0.909	1.000	0.962	0.273
chr19,52283201,52285706	0.486	0.540	0.627	0.700
chr19,14785016,14787133	0.515	0.271	0.379	0.304
chr19,11146421,11146954	0.585	NA	0.455	0.000
chr19,5358944,5359109	0.231	NA	0.727	0.667
chr19,12305444,12305892	0.099	NA	0.077	0.382
chr19,20464591,20465008	0.929	0.939	0.833	1.000
chr19,45350808,45351778	0.124	0.393	0.087	0.165
chr19,8192682,8192838	0.735	0.971	0.919	NA
chr19,51712730,51714696	0.948	0.800	0.481	0.457
chr19,39495736,39496234	0.929	NA	0.556	NA
chr19,30914141,30914914	0.333	0.875	0.950	NA
chr19,42703226,42704705	0.094	0.000	0.150	0.215
chr19,46808924,46809568	0.905	NA	0.583	0.483
chr19,18417767,18417823	0.667	0.800	0.992	NA
chr19,16487734,16487894	0.833	NA	0.500	1.000
chr19,33108050,33108689	0.840	1.000	1.000	NA
chr19,3394834,3395139	0.875	NA	0.400	NA
chr19,4019339,4020074	0.273	0.870	0.600	0.576
chr19,44325953,44326212	0.917	0.714	0.880	1.000
chr19,47980399,47981144	1.000	1.000	0.909	1.000
chr19,45446411,45446977	0.862	1.000	0.823	0.986
chr19,21059976,21062259	0.397	0.500	0.812	1.000
chr19,57290931,57293129	0.882	0.923	0.631	0.727
chr19,16363291,16363517	0.580	NA	0.778	1.000
chr19,41765895,41767580	0.923	0.958	1.000	0.600
chr19,4214827,4215067	1.000	NA	NA	0.500
chr19,30718334,30719294	0.044	0.207	0.333	0.000
chr19,3880471,3881076	0.085	0.588	0.050	0.231
chr19,7028597,7028630	NA	0.692	1.000	NA
chr19,19765064,19765546	0.671	NA	0.909	0.988
chr19,33463303,33463712	0.037	0.417	0.365	NA
chr19,1113062,1113203	0.455	NA	0.864	NA
chr19,7105855,7107233	0.980	0.714	0.842	0.615
chr19,53217073,53217610	0.688	0.483	1.000	0.897
chr19,47889627,47889804	NA	1.000	NA	0.667
chr19,16175977,16176388	0.905	0.467	0.538	0.857
chr19,50227061,50227320	0.211	NA	NA	1.000
chr19,418460,418580	NA	0.968	1.000	0.625
chr19,19324256,19325642	0.636	0.440	0.651	0.135
chr19,16725660,16726428	0.270	0.300	0.435	1.000
chr19,12936778,12937098	0.089	0.467	0.235	NA
chr19,1455974,1456431	0.211	0.442	0.103	0.353
chr19,1812089,1812436	0.000	NA	0.152	0.000
chr19,4452656,4453006	0.600	NA	0.833	1.000
chr19,19140688,19140729	NA	NA	1.000	0.464
chr19,5823704,5823990	0.857	NA	0.882	0.487
chr19,54488942,54489442	0.760	0.800	0.750	0.238
chr19,44229352,44229444	0.733	1.000	1.000	NA
chr19,28894514,28895216	0.214	0.472	0.828	0.615
chr19,2291445,2291756	0.615	0.700	0.306	0.487
chr19,57859120,57860498	0.808	1.000	0.881	0.690
chr19,48658360,48659828	0.884	0.956	0.938	0.986
chr19,51164983,51165600	0.793	0.946	0.882	0.476
chr19,50558812,50559309	NA	NA	0.952	0.630
chr19,47415320,47415911	0.677	0.973	0.797	1.000
chr19,29562510,29564347	0.839	1.000	0.938	0.600
chr19,8215942,8216323	0.500	0.417	0.895	0.133
chr19,5103372,5103722	0.886	1.000	0.933	0.724
chr19,35580651,35581510	0.787	0.655	0.622	0.378
chr19,30319397,30322383	0.667	0.500	0.792	0.740
chr19,51360658,51361475	0.816	0.618	0.439	0.633
chr19,57738315,57740128	0.903	1.000	0.822	0.560
chr19,42417368,42418225	0.127	0.083	0.043	0.192
chr19,10697688,10698155	0.345	0.167	0.529	NA
chr19,39583695,39583912	0.667	0.440	0.852	0.816
chr19,57003701,57006067	0.974	0.867	0.762	1.000
chr19,49758901,49759320	0.941	1.000	0.917	0.571
chr19,5914614,5914748	0.714	0.857	0.981	0.381
chr19,33834394,33835129	0.500	1.000	0.750	0.739
chr19,12074317,12074592	0.938	0.964	0.701	0.795
chr19,43094618,43096907	0.586	0.417	0.713	0.730
chr19,4789331,4789669	0.646	1.000	0.460	0.986
chr19,10936861,10937119	0.750	NA	0.462	1.000
chr19,28706541,28708920	0.921	0.716	0.794	0.719
chr19,41609180,41612394	0.762	0.773	0.833	0.491
chr19,4792434,4793242	0.500	0.750	NA	0.820
chr19,52094310,52095165	0.906	0.889	0.786	0.619
chr19,30883363,30884143	0.800	0.375	0.517	0.776
chr19,35436150,35439158	0.980	0.917	0.819	0.988
chr19,28417003,28420529	0.846	0.988	0.812	0.608
chr19,1302029,1302492	0.980	NA	0.900	0.821
chr19,58678218,58678344	NA	NA	0.667	0.176
chr19,16436177,16436439	NA	0.000	0.000	0.161
chr19,39011846,39012638	0.968	1.000	0.568	1.000
chr19,40039707,40040512	0.941	0.478	0.958	0.667
chr19,21548850,21550118	1.000	1.000	0.979	0.667
chr19,46395070,46395494	0.842	1.000	0.793	0.714
chr19,19603018,19603272	0.931	NA	0.962	0.200
chr19,36983999,36984663	0.667	1.000	0.238	NA
chr19,52778032,52779018	1.000	0.977	1.000	0.719
chr19,13789478,13790000	0.857	1.000	0.818	0.625
chr19,20646170,20647071	0.688	1.000	0.400	NA
chr19,15587075,15587656	0.077	0.682	0.300	0.571
chr19,48338334,48339959	0.850	0.964	0.838	0.712
chr19,33574743,33574994	0.678	1.000	0.933	NA
chr19,22590819,22591368	1.000	1.000	0.733	NA
chr19,50808306,50809102	0.887	0.714	0.417	0.778
chr19,49958531,49958935	0.800	1.000	0.636	1.000
chr19,1471125,1472497	0.559	0.155	0.279	0.294
chr19,4157438,4158268	0.873	0.923	0.654	0.759
chr19,6013474,6014052	0.875	0.540	0.875	NA
chr19,29992891,29994245	0.712	0.807	0.946	0.571
chr19,31380767,31381789	0.318	0.259	0.200	0.821
chr19,53505633,53506025	NA	0.591	0.977	0.526
chr19,21422360,21422693	1.000	NA	0.364	NA
chr19,53220415,53222549	0.923	0.592	0.826	0.844
chr19,17499269,17499734	NA	1.000	1.000	0.850
chr19,18833817,18834268	0.412	1.000	0.895	0.833
chr19,34443755,34444598	0.440	0.636	0.755	0.947
chr19,31175697,31176817	0.841	1.000	0.667	0.549
chr19,3414866,3414939	0.500	NA	NA	1.000
chr19,51206128,51206592	0.154	0.688	0.278	0.000
chr19,23479559,23480844	0.943	0.881	0.788	0.989
chr19,46087778,46088027	0.017	0.000	0.000	0.000
chr19,53968879,53969571	1.000	0.743	0.926	0.400
chr19,24332488,24334488	0.810	1.000	0.660	0.886
chr19,55686397,55686726	0.239	NA	0.750	0.500
chr19,24154099,24155454	0.179	0.354	0.093	0.342
chr19,9890434,9892483	0.938	0.960	0.955	0.393
chr19,13643104,13643608	0.196	0.939	0.677	0.736
chr19,19412544,19413462	0.850	1.000	0.872	1.000
chr19,8133997,8134548	0.895	0.400	0.824	1.000
chr19,37571722,37572577	0.969	NA	0.935	0.611
chr19,30565610,30566930	0.885	0.724	0.574	0.681
chr19,479591,479830	1.000	1.000	0.962	0.690
chr19,46937913,46938813	0.484	0.317	0.885	0.800
chr19,9812085,9812993	0.889	0.822	0.946	1.000
chr19,31806026,31807307	0.646	0.329	0.596	0.784
chr19,55706563,55707679	0.750	0.800	0.961	0.909
chr19,54511886,54512003	0.825	NA	0.519	1.000
chr19,31065843,31066726	0.970	0.929	0.667	1.000
chr19,10376857,10377432	NA	0.200	0.632	NA
chr19,53093191,53094280	0.566	0.800	0.902	0.964
chr19,11158974,11159428	0.636	NA	0.722	0.949
chr19,15056345,15058126	0.959	0.938	0.895	0.688
chr19,7087139,7087348	1.000	NA	NA	0.533
chr19,47613020,47613821	0.021	0.026	0.000	0.113
chr19,48219621,48220074	0.857	0.123	1.000	1.000
chr19,17870154,17870983	0.780	0.909	0.822	1.000
chr19,47581591,47581696	0.905	NA	NA	0.500
chr19,30555908,30556282	0.688	0.920	NA	0.200
chr19,45585291,45585494	0.280	NA	0.867	NA
chr19,42541465,42542125	0.714	0.966	0.933	0.417
chr19,52996032,52996293	0.147	0.320	0.642	0.220
chr19,36336424,36336754	0.078	0.000	0.000	0.000
chr19,18935798,18936539	0.963	0.844	1.000	0.652
chr19,36027368,36027866	0.324	NA	0.812	0.545
chr19,56197371,56198098	0.923	0.914	0.879	0.560
chr19,44137861,44137980	0.727	0.231	0.875	NA
chr19,5187679,5189024	0.824	0.640	0.885	0.632
chr19,45156375,45156754	1.000	1.000	0.636	NA
chr19,8047841,8048196	0.955	0.538	0.941	0.811
chr19,2871861,2872165	0.840	1.000	0.774	1.000
chr19,47667446,47667730	0.917	0.929	0.957	0.605
chr19,56071038,56072427	0.643	0.750	0.910	0.404
chr19,31406862,31407935	0.973	0.776	0.891	0.794
chr19,31270474,31270709	0.850	NA	0.625	1.000
chr19,7212697,7213340	0.978	0.667	0.409	NA
chr19,47796401,47797886	0.596	0.976	0.697	0.804
chr19,47920340,47921408	0.056	0.407	0.056	0.132
chr19,21017671,21017773	0.062	1.000	0.957	0.769
chr19,3305425,3306191	0.676	0.836	0.759	0.348
chr19,46250324,46251616	0.414	1.000	0.895	0.523
chr19,8320734,8321820	0.900	1.000	1.000	0.698
chr19,20069934,20071050	0.275	0.667	0.452	0.077
chr19,38970272,38973058	0.818	0.977	0.920	0.889
chr19,55549584,55549800	0.111	0.806	0.400	0.667
chr19,21936251,21938022	0.889	1.000	0.927	0.645
chr19,23469435,23470515	0.760	0.941	0.893	0.500
chr19,14693697,14694410	0.286	0.077	0.361	1.000
chr19,45299724,45300631	0.471	0.099	0.461	0.333
chr19,343362,343636	1.000	0.833	0.595	NA
chr19,36029700,36030269	0.815	0.769	0.889	0.314
chr19,19658851,19659984	0.867	0.789	0.900	0.587
chr19,10748206,10749244	0.290	0.593	0.658	0.467
chr19,29486515,29487393	0.600	NA	0.737	1.000
chr19,28851043,28853076	0.633	0.882	0.657	0.206
chr19,4006890,4007245	0.025	0.182	0.000	0.750
chr19,45427777,45428501	0.269	0.625	0.694	0.828
chr19,16200339,16200985	0.667	0.647	0.964	1.000
chr19,47486899,47487545	0.941	NA	1.000	0.702
chr19,30376205,30376695	0.220	0.846	0.950	1.000
chr19,21564311,21565368	0.880	0.917	0.944	0.677
chr19,17529825,17530339	0.226	0.375	0.345	0.758
chr19,13366426,13368036	0.789	0.738	0.430	0.541
chr19,39587989,39588782	0.938	1.000	0.068	0.895
chr19,12654637,12656564	0.636	0.816	0.851	0.241
chr19,35751642,35752915	0.794	0.649	0.892	0.308
chr19,50833232,50833509	0.191	0.344	0.692	0.333
chr19,41743577,41744488	0.630	0.941	0.491	0.211
chr19,55897642,55897910	0.125	0.000	0.000	0.000
chr19,49041052,49041418	0.963	1.000	0.750	0.633
chr19,52492456,52493175	0.853	0.538	0.913	0.928
chr19,5586156,5586960	0.230	0.682	0.595	0.000
chr19,5997188,5998493	0.950	0.975	0.990	0.995
chr19,46774226,46775225	0.132	0.583	0.253	0.474
chr19,24093868,24094970	0.556	NA	0.989	0.917
chr19,19252028,19252416	0.464	0.778	0.913	0.600
chr19,5510843,5511281	0.824	1.000	0.538	1.000
chr19,2089276,2090497	0.327	0.161	0.143	0.000
chr19,10533150,10533414	0.917	0.385	NA	NA
chr19,35203743,35204548	0.345	0.583	0.171	0.304
chr19,33028277,33028945	0.951	0.552	0.462	0.351
chr19,58431572,58431654	0.636	NA	NA	1.000
chr19,39525461,39526123	0.579	0.750	0.818	0.444
chr19,15942099,15942475	0.352	NA	0.833	1.000
chr19,36084545,36084775	0.548	0.800	0.917	NA
chr19,15941895,15942071	NA	0.500	0.909	1.000
chr19,8253544,8253746	0.364	0.919	0.930	NA
chr19,48806218,48806533	0.435	NA	0.907	0.839
chr19,50070993,50071636	0.037	0.571	NA	NA
chr19,57368141,57371327	0.796	0.968	0.805	0.981
chr19,30573495,30574345	0.735	1.000	0.980	0.796
chr19,5989523,5990838	0.836	0.630	0.833	1.000
chr19,35048718,35052909	0.829	0.711	0.643	0.550
chr19,48234633,48235082	0.846	0.636	0.963	NA
chr19,49703770,49703931	0.789	NA	NA	0.214
chr19,6111112,6111810	0.375	0.223	0.557	NA
chr19,1371267,1372324	0.882	1.000	0.911	0.732
chr19,35785596,35786714	0.314	0.462	0.828	0.475
chr19,15417268,15417413	0.217	NA	1.000	NA
chr19,44203175,44203664	0.182	0.163	0.357	0.708
chr19,49600205,49600471	1.000	0.794	0.652	NA
chr19,31090090,31092039	0.776	0.626	0.436	0.725
chr19,58554097,58554310	0.952	1.000	0.600	0.600
chr19,8968229,8973774	0.874	0.820	0.903	0.966
chr19,55670286,55670465	0.545	1.000	0.846	1.000
chr19,51358452,51359436	0.794	0.464	0.333	0.126
chr19,7250905,7251798	0.864	NA	0.906	0.488
chr19,13282542,13282758	NA	1.000	0.737	0.474
chr19,57204571,57205689	0.545	0.960	0.930	0.727
chr19,32604062,32604578	0.143	1.000	0.500	NA
chr19,55819223,55819991	0.875	0.804	1.000	1.000
chr19,48107270,48108069	0.667	1.000	0.636	1.000
chr19,39706345,39708152	0.776	0.906	0.833	0.674
chr19,22509276,22510330	0.714	NA	0.848	0.574
chr19,32420479,32422374	0.860	0.720	0.786	0.951
chr19,34285592,34285853	0.217	0.938	1.000	0.111
chr19,7917802,7917954	NA	0.925	0.412	NA
chr19,56076823,56077567	0.979	0.576	0.939	0.396
chr19,1848960,1849285	0.083	NA	0.605	0.400
chr19,5697365,5697678	0.706	0.722	0.333	0.750
chr19,45403106,45404308	0.942	0.973	0.931	0.822
chr19,46178069,46178493	0.625	NA	0.931	NA
chr19,37947124,37948481	0.989	0.943	0.904	0.795
chr19,57549400,57550576	0.848	1.000	0.762	0.920
chr19,48705938,48706231	0.447	0.700	0.757	0.830
chr19,31824158,31825351	0.903	0.926	0.840	0.988
chr19,48676017,48676428	0.968	0.588	1.000	0.345
chr19,41824580,41824822	0.722	1.000	0.917	1.000
chr19,17989504,17989838	NA	NA	0.867	0.259
chr19,49737633,49740110	0.854	0.880	0.976	0.866
chr19,3565554,3566314	0.935	0.978	1.000	0.618
chr19,35567942,35568442	0.780	1.000	0.961	NA
chr19,53393762,53396769	0.804	0.882	0.954	0.837
chr19,18612755,18613824	0.172	0.520	0.286	0.442
chr19,38376465,38378794	0.710	0.841	0.878	0.701
chr19,42241752,42242632	0.980	1.000	0.625	1.000
chr19,18931601,18932233	0.720	NA	0.750	1.000
chr19,3693428,3693937	0.948	0.400	0.885	1.000
chr19,52007677,52010988	0.667	0.869	0.452	0.547
chr19,17326695,17326805	NA	0.929	NA	0.515
chr19,5981628,5982210	0.806	1.000	0.844	0.303
chr19,22995922,23000412	0.629	0.551	0.651	0.435
chr19,28474965,28476617	0.882	0.588	0.851	0.810
chr19,34425061,34426436	0.818	1.000	0.875	0.739
chr19,57484011,57484072	0.885	NA	1.000	0.500
chr19,8949272,8949583	0.939	0.833	0.900	0.675
chr19,11589953,11590648	0.318	0.660	0.250	0.191
chr19,35026156,35030453	0.622	0.918	0.610	0.500
chr19,55673011,55673328	0.049	0.016	0.500	0.840
chr19,35221843,35222814	0.929	NA	0.917	0.571
chr19,4933661,4933887	0.286	NA	NA	0.941
chr19,55174378,55174432	0.167	1.000	NA	0.273
chr19,2910715,2910924	NA	NA	1.000	0.583
chr19,51364507,51366555	0.625	0.605	0.774	0.236
chr19,50060159,50060359	1.000	NA	NA	0.500
chr19,58586288,58588657	0.922	0.811	0.883	1.000
chr19,16222563,16222725	NA	NA	0.271	0.000
